exercise_name,base_name,main_muscle_clean,muscle_category,equipment_clean,difficulty_level,is_compound,is_priority,is_variation,target_muscles_list,synergist_muscles_list,secondary_muscles_list,stabilizer_muscles_list,execution,preparation
Reverse Curl,reverse curl,forearm,other,barbell,beginner,False,False,False,['brachioradialis'],"['brachialis', 'biceps brachii']","['brachioradialis', 'brachialis']","['deltoid', 'anterior', 'coracobrachialis', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'wrist extensors']","With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.",Grasp bar with shoulder width overhand grip.
Hammer Curl,hammer curl,forearm,other,cable,beginner,False,False,False,['brachioradialis'],"['brachialis', 'biceps brachii']","['brachioradialis', 'brachialis']","['deltoid', 'anterior', 'coracobrachialis', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'flexor carpi radialis', 'extensor carpi radialis']","With elbows to side, raise rope forward and upward with both arms until forearms are vertical. Lower until arms are fully extended. Repeat.",Grasp cable rope with palms facing inward. Stand upright with arms straight down to sides.
Reverse Curl,reverse curl,forearm,other,cable,beginner,False,False,False,['brachioradialis'],"['brachialis', 'biceps brachii']","['brachioradialis', 'brachialis']","['deltoid', 'anterior', 'coracobrachialis', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'wrist extensors']","With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.",Grasp cable bar with shoulder width overhand grip.
Hammer Curl,hammer curl,forearm,other,dumbbell,beginner,False,False,False,['brachioradialis'],"['brachialis', 'biceps brachii']","['brachioradialis', 'brachialis']","['deltoid', 'anterior', 'coracobrachialis', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'flexor carpi radialis', 'extensor carpi radialis']","With elbows to sides, raise one dumbbell until forearm is vertical and thumb faces shoulder. Lower to original position and repeat with alternative arm.","Position two dumbbells to sides, palms facing in, arms straight."
Reverse Curl​​​​​​​,reverse curl​​​​​​​,forearm,other,machine,beginner,False,False,False,['brachioradialis'],"['brachialis', 'biceps brachii']","['brachioradialis', 'brachialis']","['deltoid', 'anterior', 'coracobrachialis', 'wrist flexors']",Raise lever handles until elbows are fully flexed with back of upper arm remaining on pad. Lower handles until arm is fully extended. Repeat.,Sit on seat and grasp handles with overhand grip. Position elbows to sides so they are in line with lever's fulcrum.
Wrist Curl,wrist curl,forearm,other,barbell,beginner,False,False,False,['wrist flexors'],['none'],['brachioradialis'],['no significant stabilizers'],Allow barbell to roll out of palms down to fingers. Raise barbell back up by gripping and pointing knuckles up as high as possible. Lower and repeat.,Sit and grasp bar with narrow to shoulder width underhand grip. Rest forearms on thighs with wrists just beyond knees.
Wrist Curl,wrist curl,forearm,other,cable,beginner,False,False,False,['wrist flexors'],['none'],['brachioradialis'],['no significant stabilizers'],Allow cable bar to roll out of palms down to fingers. Raise cable bar back up by gripping and pointing knuckles up as high as possible. Lower and repeat.,Sit and grasp cable bar with narrow to shoulder width underhand grip. Rest forearms on thighs with wrists just beyond knees.
Wrist Curl,wrist curl,forearm,other,dumbbell,beginner,False,False,False,['wrist flexors'],['none'],['brachioradialis'],['no significant stabilizers'],Allow dumbbell to roll out of palm down to fingers. Raise dumbbell back up by gripping and pointing knuckles up as high as possible. Lower and repeat.,Sit and grasp dumbbell with underhand grip. Rest forearm on thigh with wrist just beyond knee.
Grip,grip,forearm,other,machine,beginner,False,False,False,['wrist flexors'],['none'],['brachioradialis'],['no significant stabilizers'],Squeeze bars together with both hands until lower lever makes contact with upper bars. Lower to original position and repeat.,"Sit on seat, straddling apparatus. Grasp lever handles on each side; fingers around lever handles and base of thumbs around stationary bars."
Wrist Curl,wrist curl,forearm,other,machine,beginner,False,False,False,['wrist flexors'],['none'],['brachioradialis'],['no significant stabilizers'],Raise bar up until wrist is fully flexed. Lower and repeat.,Grasp bar with underhand grip. Place forearm on padded platform.
Grip,grip,forearm,other,machine,beginner,False,False,False,['wrist flexors'],['none'],['brachioradialis'],['no significant stabilizers'],Squeeze bars together with both hands until lever makes contact with stationary bars. Lower to original position and repeat.,Sit on seat. Grasp lever handles on each side; fingers around lever handles and base of thumbs around stationary bars.
Wrist Curl,wrist curl,forearm,other,machine,beginner,False,False,False,['wrist flexors'],['none'],['brachioradialis'],['no significant stabilizers'],Raise handles up until wrist is fully flexed. Lower handles until wrists are full hyperextended. Repeat.,Grasp bar with underhand grip to each side. Place forearms on arm pads.
One Hand Grip,one hand grip,forearm,other,machine,beginner,False,False,False,['wrist flexors'],['none'],['brachioradialis'],['no significant stabilizers'],Raise handles up until wrist is fully flexed. Lower handles until wrists are full hyperextended. Repeat.,Grasp bar with underhand grip to each side. Place forearms on arm pads.
One Hand​​​​​​​,one hand​​​​​​​,forearm,other,machine,beginner,False,False,False,['wrist flexors'],['none'],['brachioradialis'],['no significant stabilizers'],Squeeze bar grips together until lower bar makes contact with upper bar. Release to original position and repeat.,Bend over and grasp bar grips with one hand; fingers under lower bar and base of thumb over top stationary bar.
Reverse Wrist Curl,reverse wrist curl,forearm,other,barbell,beginner,False,False,False,['wrist extensors'],['none'],['brachioradialis'],['no significant stabilizers'],Raise barbell by pointing knuckles upward as high as possible. Return until knuckles are pointing downward as far as possible. Repeat.,Sit and grasp bar with narrow to shoulder width overhand grip. Rest forearms on thighs with wrists just beyond knees.
Reverse Wrist Curl,reverse wrist curl,forearm,other,cable,beginner,False,False,False,['wrist extensors'],['none'],['brachioradialis'],['no significant stabilizers'],Raise stirrup by pointing knuckles upward as high as possible. Return until knuckles are pointing downward as far as possible. Repeat.,Sit and grasp cable bar with narrow to shoulder width overhand grip. Rest forearms on thighs with wrists just beyond knees.
Reverse Wrist Curl,reverse wrist curl,forearm,other,dumbbell,beginner,False,False,False,['wrist extensors'],['none'],['brachioradialis'],['no significant stabilizers'],Raise dummbell by pointing knuckles upward as high as possible. Return until knuckles are pointing downward as far as possible. Repeat.,Sit and grip dumbbell with overhand grip. Rest forearm on thigh with wrist just beyond knee.
Reverse Wrist Curl,reverse wrist curl,forearm,other,machine,beginner,False,False,False,['wrist extensors'],['none'],['brachioradialis'],['no significant stabilizers'],Raise bar until wrist is fully hyperextended and return until wrist is fully flexed. Repeat.,Grasp bar with overhand grip. Place forearm on padded platform.
Reverse Wrist Curl,reverse wrist curl,forearm,other,machine,beginner,False,False,False,['wrist extensors'],['none'],['brachioradialis'],['no significant stabilizers'],Raise handles until wrist is fully hyperextended. Lower handles until wrists are fully flexed. Repeat.,Grasp handles with overhand grip to each side. Place forearms on arm pads.
Seated Pronation ,seated pronation,forearm,other,dumbbell,beginner,False,False,False,['pronators'],['none'],['brachioradialis'],['no significant stabilizers'],Rotate dumbbell so thumb turns downward (pronation). Return and repeat.,"Sit next to elevated surface, approximately arm pit height. With hand of upper arm, grasp unilaterally loaded dumbbell; pinkie positioned near weighted side. Bend elbow approximately 90-degrees and place upperarm on elevated surface. Position thumb upward (supinated)."
Seated Pronation ,seated pronation,forearm,other,machine,beginner,False,False,False,['pronators'],['none'],['brachioradialis'],['no significant stabilizers'],Rotate shafts by turning palm downward. Return and repeat.,Sit on seat. Grasp rotating handles with underhand grip on each side and place forearms on pads.
Seated Supination,seated supination,forearm,other,dumbbell,beginner,False,False,False,['supinator'],['biceps brachii'],['biceps brachii'],[],Rotate dumbbell so thumb turns upward (supination). Return and repeat.,"Sit next to elevated surface, approximately arm pit height. With hand of arm next to elevated surface, grasp unilaterally loaded dumbbell; thumb next to side with weight. Bend elbow approximately 90-degrees and place upperarm on elevated surface. Position thumb downward (pronated)."
Seated Supination,seated supination,forearm,other,machine,beginner,False,False,False,['supinator'],['biceps brachii'],['biceps brachii'],[],Rotate shafts by turning palm upward. Return and repeat.,Sit on seat. Grasp rotating handles with overhand grip on each side and place forearms on pads.
Bent-over Row,bent-over row,back,pull,barbell,intermediate,True,False,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'hamstrings', 'gluteus maximus', 'adductor magnus', 'quadriceps']",Pull bar to upper waist. Return until arms are extended and shoulders are stretched downward. Repeat.,Bend knees slightly and bend over bar with back straight. Grasp bar with wide overhand grip.
Bent-over Row:  Underhand,bent-over row,back,pull,barbell,intermediate,True,False,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'hamstrings', 'gluteus maximus', 'adductor magnus', 'quadriceps']",Pull bar to waist. Return until arms are extended and shoulders are stretched downward. Repeat.,Bend knees slightly and bend over bar with back straight. Grasp bar with underhand grip.
One Arm Bent-over Row,one arm bent-over row,back,pull,cable,intermediate,True,False,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['obliques', 'hamstrings', 'gluteus maximus', 'triceps (supporting arm)']","Pull cable attachment to side of torso, pulling shoulder back. Return until arm is extended and shoulder is stretched forward. Repeat. Continue with opposite arm.","Grasp cable stirrup. Step back away from pulley, with foot on same side as exercising arm, positioned out to side well behind forward foot. Bend over with hand on nearby bar or above knee for support. Keep back straight and knees slightly bent. Allow shoulder with stirrup to be pulled forward."
One Arm Straight Back Seated High Row,one arm straight back seated high row,back,pull,cable,intermediate,True,False,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'obliques', 'quadratus lumborum']","Pull cable attachment to side of torso while pulling shoulder back, arching spine, and pushing chest forward. Return until arm is extended and shoulder is pulled forward. Repeat. Continue with opposite arm.",Sit on seat or bench. Bend forward and grasp cable stirrup with one hand. Position torso upright allowing shoulder to be pulled forward under weight on cable.
Seated Row,seated row,back,pull,cable,beginner,True,True,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['erector spinae', 'trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['hamstrings', 'gluteus maximus', 'adductor magnus']","Pull cable attachment to waist while straightening lower back. Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.",Sit slightly forward on seat or bench in order to   grasp cable attachment. Place feet on vertical platform. Slide hips back positioning knees with slight bend.
Seated Row:  Straight Back,seated row,back,pull,cable,beginner,True,True,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'hamstrings', 'gluteus maximus', 'adductor magnus']","Pull cable attachment to waist. Pull shoulders back and lift chest by arching back. Return until arms are extended, back is straight, and shoulders are stretched forward. Repeat.",Sit slightly forward on bench with feet on foot bar or vertical platform. Grasp close grip cable attachment. Straighten torso   upright and slide hips back so knees are slightly bent.
Seated Wide Grip Row,seated wide grip row,back,pull,cable,beginner,True,False,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal', 'erector spinae']","['latissimus dorsi', 'trapezius', 'rhomboids']","['hamstrings', 'gluteus maximus', 'adductor magnus']","Pull cable attachment to waist while pulling torso upright.   Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.","Sit slightly forward on platform in order to grasp cable attachment. With awider than shoulder width grip, slide hips back positioning knees with slight bend."
Seated Wide Grip Row:  Straight Back,seated wide grip row,back,pull,cable,beginner,True,False,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['latissimus dorsi', 'trapezius', 'rhomboids']","['erector spinae', 'hamstrings', 'gluteus maximus', 'adductor magnus']","Pull cable attachment to waist. Pull shoulders back and lift chest by arching back. Return until arms are extended, back is straight, and shoulders are stretched forward. Repeat.","Sit slightly forward on bench or platform in order to grasp cable bar attachment. With wider than shoulder width overhand grip, straighten torso upright and slide hips back until knees are only   slightly bent."
Bent-over Row,bent-over row,back,pull,dumbbell,intermediate,True,False,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']",['triceps (supporting arm)'],Pull dumbbell to up to side until it makes contact with ribs or until upper arm is just beyond horizontal. Return until arm is extended and shoulder is stretched downward. Repeat and continue with opposite arm.,Kneel over side of bench by placing knee and hand of supporting arm on bench. Position foot of opposite leg slightly back to side. Grasp dumbbell from floor.
Lying Row,lying row,back,pull,dumbbell,beginner,True,False,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']",[],Pull dumbbells to sides until upper arm is just beyond horizontal or height of back. Return until arms are extended and shoulders are stretched downward. Repeat.,Lie chest down on elevated bench. Grasp dumbbells below.
Incline Row,incline row,back,pull,machine,intermediate,True,False,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']",[],Pull lever up as high as possible. Return until arms are extended and shoulders are stretched downward. Repeat.,Lie chest on inclined platform and grasp lever handles with overhand grip.
Incline Row:  Close Grip,incline row,back,pull,machine,intermediate,True,False,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'brachialis', 'trapezius']",[],Pull lever up as high as possible. Return until arms are extended and shoulders are stretched downward. Repeat.,Lie chest on inclined platform and grasp lever close grip handles.
Seated Rows,seated rows,back,pull,machine,beginner,True,True,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']",[],Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,Sit on seat and position chest against pad. Grasp lever handles with underhand grip.
Seated Rows:  Narrow Grip,seated rows,back,pull,machine,beginner,True,True,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'brachialis', 'trapezius']",[],Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,Sit on seat and position chest against pad. Grasp lever handles with underhand grip.
"Seated Rows:  Wide Grip

Low Bar

",seated rows,back,pull,machine,beginner,True,True,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['latissimus dorsi', 'trapezius', 'rhomboids']",[],Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,Sit on seat and position chest against pad. Grasp lever handles with underhand grip.
Seated Rows (Others),seated rows (others),back,pull,machine,beginner,True,True,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']",[],Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,Sit on seat and position chest against pad. Grasp lever handles with overhand/neutral grip.
Seated Rows (Others):  Seated Low Row,seated rows (others),back,pull,machine,beginner,True,True,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']",[],Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,Sit on seat and position chest against pad. Grasp lever handles with overhand/neutral grip.
Seated Rows (Others):  Seated High Row,seated rows (others),back,pull,machine,beginner,True,True,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']",[],Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,Sit on seat and position chest against pad. Grasp lever handles with overhand grip.
T-bar Row,t-bar row,back,pull,machine,intermediate,True,True,False,['latissimus dorsi'],"['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'hamstrings', 'gluteus maximus', 'adductor magnus', 'quadriceps']",Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,Sit on seat and position chest against pad. Grasp lever handles with overhand grip.
T-bar Row:  Close grip,t-bar row,back,pull,machine,intermediate,True,True,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'brachialis', 'trapezius']","['erector spinae', 'hamstrings', 'gluteus maximus', 'adductor magnus', 'quadriceps']",Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,Sit on seat and position chest against pad. Grasp lever handles with overhand grip.
Seated Row,seated row,back,pull,machine,beginner,True,True,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']",[],Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,Sit on seat and position chest against pad. Push foot lever if available. Grasp narrower parallel grip handles.
Seated Row:  Wide Grip,seated row,back,pull,machine,beginner,True,True,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['latissimus dorsi', 'trapezius', 'rhomboids']",[],Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,Sit on seat and position chest against pad. Grasp outer lever handles with overhand grip.
Seated Row (no chest pad),seated row (no chest pad),back,pull,machine,intermediate,True,True,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['erector spinae', 'trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['hamstrings', 'gluteus maximus', 'adductor magnus']","Pull handles to waist while straightening torso upright. Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.",Sit on seat and grasp handles with each hand. Place feet on vertically angled platform. Slide hips back with knees slightly bent.
Seated Row (no chest pad):  Straight Back,seated row (no chest pad),back,pull,machine,intermediate,True,True,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'hamstrings', 'gluteus maximus', 'adductor magnus']","Pull handles to waist while straightening torso upright. Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.",Sit on seat and grasp handles with each hand. Place feet on vertically angled platform. Slide hips back with knees slightly bent.
Underhand Seated Row,underhand seated row,back,pull,machine,beginner,True,True,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'brachialis', 'trapezius']",[],Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,Sit on seat and position chest against pad. Grasp lever handles with underhand grip.
Bent-over Row,bent-over row,back,pull,smith machine,intermediate,True,False,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'hamstrings', 'gluteus maximus', 'adductor magnus', 'quadriceps']",Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,Sit on seat and position chest against pad. Grasp lever handles with underhand grip.
Inverted Row,inverted row,back,pull,weighted,intermediate,True,False,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'gluteus maximus', 'hamstrings']",Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.,Sit on seat and position chest against pad. Grasp lever handles with underhand grip.
Inverted Row,inverted row,back,pull,bodyweight,intermediate,True,False,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'hamstrings', 'gluteus maximus']","Keeping body straight, pull body up to bar. Pull shoulders back at top of movement with chest high. Return until arms are extended and shoulders are stretched forward. Repeat.",Lay on back under fixed horizontal bar. Grasp bar with wide overhand grip.
Inverted Row:  Feet Elevated,inverted row,back,pull,bodyweight,advanced,True,False,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'hamstrings', 'gluteus maximus']","Keeping body straight, pull body up to bar. Pull shoulders back at top of movement with chest high. Return until arms are extended and shoulders are stretched forward. Repeat.",Lay on back under fixed horizontal bar. Grasp bar with wide overhand grip. Place back of heels on elevated surface.
Inverted Row:  High Bar,inverted row,back,pull,bodyweight,intermediate,True,False,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'hamstrings', 'gluteus maximus']","Keeping body straight, pull body up to bar. Pull shoulders back at top of movement with chest high. Return until arms are extended and shoulders are stretched forward. Repeat.","Stand facing arms length away from waist to head height horizontal bar. Grasp bar with wide overhand grip. Position body under bar with legs, hips and spine straight. Arms should be straight, approximately perpendicular to body. Heels should make contact with floor."
